calendar-year,mean,std-dev,iqr,min,low-95pc-bound,q1,median,q3,high-95pc-bound,max,low-ci,high-ci
2017,2.9810687E7,0.0,0.0,2.9802495E7,2.9818878E7,2.9818878E7,2.9818878E7,2.9818878E7,2.9818878E7,2.9818878E7,2.9810687E7,2.9810687E7
2018,3.15768822E7,394361.21,491520.0,3.0719999E7,3.0736382E7,3.1326206E7,3.158835E7,3.1817726E7,3.2227326E7,3.2227326E7,3.133245459E7,3.182130981E7
2019,3.30743798E7,653043.71,638976.0,3.2063487E7,3.207987E7,3.273523E7,3.2915454E7,3.3374206E7,3.4275326E7,3.4275326E7,3.266961911E7,3.347914049E7
2020,3.44858614E7,652857.17,1179648.0,3.3472511E7,3.3488894E7,3.388211E7,3.437363E7,3.5061758E7,3.5618814E7,3.5618814E7,3.408121633E7,3.489050647E7
2021,3.59038966E7,636374.47,1212416.0,3.5028991E7,3.5061758E7,3.5291134E7,3.5618814E7,3.650355E7,3.6962302E7,3.6962302E7,3.550946762E7,3.629832558E7
2022,3.72539382E7,812117.71,1081344.0,3.5913727E7,3.5946494E7,3.6536318E7,3.7257214E7,3.7617662E7,3.9059454E7,3.9059454E7,3.675058243E7,3.775729397E7
