ay,need,setting,expectation,normalisation-constant,alpha
-1,CL,MSSOP,0.006195116083243111,163.00000000000006,1.0098039215686274
-1,CL,MU,0.006195116083243111,163.00000000000006,1.0098039215686274
-1,CL,MUOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,CL,NMSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,CL,NMSSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,CL,OOE,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,EO,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,EYS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,IMS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,ISS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,ISSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MMS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MMSIB,0.012330085408396483,163.00000000000006,2.0098039215686274
-1,OTH,MMSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MSSIB,0.006195116083243111,163.00000000000006,1.0098039215686274
-1,OTH,MSSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MSSOP,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MU,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,MUOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,NMSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,NMSSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,OTH,OOE,0.006195116083243111,163.00000000000006,1.0098039215686274
-1,SEMH,EO,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,EYS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,IMS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,ISS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,ISSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MMS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MMSIB,0.006195116083243111,163.00000000000006,1.0098039215686274
-1,SEMH,MMSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MSSIB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MSSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MSSOP,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MU,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,MUOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,NMSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,NMSSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SEMH,OOE,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,EO,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,EYS,0.012330085408396483,163.00000000000006,2.0098039215686274
-1,SP,IMS,0.006195116083243111,163.00000000000006,1.0098039215686274
-1,SP,ISS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,ISSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MMS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MMSIB,0.09208468663539032,163.00000000000006,15.009803921568627
-1,SP,MMSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MSSIB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MSSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MSSOP,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,MU,0.030734993383856598,163.00000000000006,5.009803921568627
-1,SP,MUOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,NMSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,NMSSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,SP,OOE,0.018465054733549854,163.00000000000006,3.0098039215686274
-1,UKN,EO,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,EYS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,IMS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,ISS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,ISSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MMS,0.018465054733549854,163.00000000000006,3.0098039215686274
-1,UKN,MMSIB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MMSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MSSIB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MSSOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MSSOP,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MU,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,MUOB,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,NMSS,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,NMSSR,6.014675808973894E-5,163.00000000000006,0.00980392156862745
-1,UKN,OOE,6.014675808973894E-5,163.00000000000006,0.00980392156862745
0,CI,EO,0.005152060824329753,195.9999999999992,1.0098039215686274
0,CI,EYS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,IMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,ISS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,ISSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,MMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,MMSIB,0.6480092036814753,195.9999999999992,127.00980392156863
0,CI,MMSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,MSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,MSSIB,0.03576430572228906,195.9999999999992,7.009803921568627
0,CI,MSSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,MSSOP,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,MU,0.056172468987595266,195.9999999999992,11.009803921568627
0,CI,MUOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,NMSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,NMSSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CI,OOE,0.010254101640656304,195.9999999999992,2.0098039215686274
0,CL,EO,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,EYS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,IMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,ISS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,ISSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,MMS,0.005152060824329753,195.9999999999992,1.0098039215686274
0,CL,MMSIB,0.1378051220488201,195.9999999999992,27.00980392156863
0,CL,MMSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,MSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,MSSIB,0.005152060824329753,195.9999999999992,1.0098039215686274
0,CL,MSSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,MSSOP,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,MU,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,MUOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,NMSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,NMSSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,CL,OOE,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,EO,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,EYS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,IMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,ISS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,ISSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MMSIB,0.020458183273309408,195.9999999999992,4.009803921568627
0,OTH,MMSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MSSIB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MSSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MSSOP,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MU,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,MUOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,NMSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,NMSSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,OTH,OOE,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,EO,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,EYS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,IMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,ISS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,ISSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MMSIB,0.005152060824329753,195.9999999999992,1.0098039215686274
0,SEMH,MMSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MSSIB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MSSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MSSOP,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MU,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,MUOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,NMSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,NMSSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SEMH,OOE,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,EO,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,EYS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,IMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,ISS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,ISSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MMSIB,0.040866346538615615,195.9999999999992,8.009803921568627
0,SP,MMSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MSSIB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MSSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MSSOP,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,MU,0.015356142456982856,195.9999999999992,3.0098039215686274
0,SP,MUOB,0.005152060824329753,195.9999999999992,1.0098039215686274
0,SP,NMSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,NMSSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,SP,OOE,0.005152060824329753,195.9999999999992,1.0098039215686274
0,UKN,EO,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,EYS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,IMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,ISS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,ISSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MMS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MMSIB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MMSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MSSIB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MSSOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MSSOP,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MU,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,MUOB,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,NMSS,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,NMSSR,5.002000800320148E-5,195.9999999999992,0.00980392156862745
0,UKN,OOE,5.002000800320148E-5,195.9999999999992,0.00980392156862745
1,CI,EO,0.008148521505376318,124.00000000000041,1.0104166666666667
1,CI,IMS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,ISS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,ISSR,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,MMS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,MMSIB,0.588793682795697,124.00000000000041,73.01041666666667
1,CI,MMSOB,0.008148521505376318,124.00000000000041,1.0104166666666667
1,CI,MSS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,MSSIB,0.02427755376344078,124.00000000000041,3.0104166666666665
1,CI,MSSOB,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,MSSOP,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,MU,0.04847110215053747,124.00000000000041,6.010416666666667
1,CI,MUOB,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,NMSS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,NMSSR,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CI,OOE,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,EO,0.008148521505376318,124.00000000000041,1.0104166666666667
1,CL,IMS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,ISS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,ISSR,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,MMS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,MMSIB,0.13718077956989203,124.00000000000041,17.010416666666668
1,CL,MMSOB,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,MSS,8.400537634408574E-5,124.00000000000041,0.010416666666666666
1,CL,MSSIB,0.008148521505376318,124.00000000000041,1.0104166666666667
