calendar-year,academic-year,population
2017,-5,2983
2017,-4,2869
2017,-3,2792
2017,-2,2606
2017,-1,2807
2017,0,3051
2017,1,2944
2017,2,2879
2017,3,2760
2017,4,2747
2017,5,2634
2017,6,2471
2017,7,2417
2017,8,2464
2017,9,2292
2017,10,2296
2017,11,2330
2017,12,2300
2017,13,2527
2017,14,4497
2017,15,4736
2017,16,4540
2017,17,4390
2017,18,4752
2017,19,5206
2017,20,5671
2017,21,5848
2017,22,5885
2017,23,5898
2017,24,5876
2017,25,5625
