calendar-year,academic-year,mean,std-dev,iqr,min,low-95pc-bound,q1,median,q3,high-95pc-bound,max,low-ci,high-ci
2022,-1,56.27,10.3,14.0,26.0,36.0,49.0,56.0,63.0,77.0,87.0,55.64,56.91
2022,15,27.2,6.15,8.0,10.0,16.0,23.0,27.0,31.0,40.0,48.0,26.82,27.58
2022,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,13,83.2,7.85,10.0,61.0,68.0,78.0,83.0,88.0,99.0,109.0,82.71,83.68
2022,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,-3,0.3,0.82,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.24,0.35
2022,6,208.14,13.49,18.0,169.0,182.0,199.0,208.0,217.0,235.0,253.0,207.3,208.97
2022,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,17,20.06,5.34,6.0,5.0,10.0,17.0,20.0,23.0,32.0,39.0,19.73,20.39
2022,3,165.09,17.2,24.0,109.0,134.0,153.0,165.0,177.0,200.0,242.0,164.03,166.16
2022,12,126.54,8.95,11.0,103.0,110.0,121.0,126.0,132.0,145.0,157.0,125.99,127.1
2022,2,157.61,17.11,22.0,95.0,125.0,146.0,157.0,168.0,192.0,227.0,156.55,158.67
2022,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,19,2.0,1.98,2.0,0.0,0.0,1.0,2.0,3.0,7.0,12.0,1.87,2.12
2022,11,170.88,9.51,14.0,139.0,153.0,164.0,170.0,178.0,191.0,200.0,170.29,171.47
2022,9,190.6,11.55,16.0,159.0,169.0,182.0,190.0,198.0,215.0,227.0,189.89,191.32
2022,5,189.53,15.77,23.0,144.0,160.0,178.0,189.0,201.0,222.0,242.0,188.55,190.5
2022,14,78.99,8.6,12.0,51.0,63.0,73.0,79.0,85.0,97.0,107.0,78.45,79.52
2022,16,22.17,5.43,7.0,5.0,12.0,19.0,22.0,26.0,33.0,43.0,21.84,22.51
2022,10,213.42,10.98,15.0,185.0,192.0,206.0,213.0,221.0,235.0,258.0,212.74,214.1
2022,18,3.25,2.76,4.0,0.0,0.0,1.0,3.0,5.0,10.0,14.0,3.08,3.42
2022,-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,8,185.13,11.84,15.0,146.0,164.0,177.0,185.0,192.0,210.0,225.0,184.4,185.87
